Age,Age_Group,Gender,Diet
83,Senior,Male,Low Sodium Diet
72,Senior,Female,Low Sodium Diet
12,Child,Female,Growth Diet
76,Senior,Female,Low Sodium Diet
72,Senior,Female,Low Sodium Diet
66,Senior,Female,Low Sodium Diet
19,Teen,Male,High Energy Diet
72,Senior,Female,Low Sodium Diet
70,Senior,Female,Low Sodium Diet
6,Child,Female,Growth Diet
82,Senior,Female,Low Sodium Diet
60,Senior,Female,Low Sodium Diet
25,Adult,Male,High Protein Diet
39,Adult,Male,High Protein Diet
45,Adult,Male,High Protein Diet
61,Senior,Male,Low Sodium Diet
72,Senior,Male,Low Sodium Diet
29,Adult,Female,Balanced Diet
37,Adult,Female,Balanced Diet
99,Senior,Female,Low Sodium Diet
96,Senior,Male,Low Sodium Diet
99,Senior,Female,Low Sodium Diet
50,Adult,Female,Balanced Diet
59,Adult,Female,Balanced Diet
8,Child,Male,Growth Diet
58,Adult,Female,Balanced Diet
71,Senior,Male,Low Sodium Diet
2,Child,Female,Growth Diet
71,Senior,Female,Low Sodium Diet
8,Child,Female,Growth Diet
67,Senior,Male,Low Sodium Diet
63,Senior,Female,Low Sodium Diet
52,Adult,Male,High Protein Diet
40,Adult,Female,Balanced Diet
32,Adult,Female,Balanced Diet
81,Senior,Female,Low Sodium Diet
50,Adult,Male,High Protein Diet
66,Senior,Female,Low Sodium Diet
17,Teen,Male,High Energy Diet
23,Adult,Female,Balanced Diet
23,Adult,Male,High Protein Diet
6,Child,Male,Growth Diet
83,Senior,Male,Low Sodium Diet
57,Adult,Female,Balanced Diet
59,Adult,Female,Balanced Diet
49,Adult,Female,Balanced Diet
18,Teen,Male,High Energy Diet
22,Adult,Female,Balanced Diet
27,Adult,Female,Balanced Diet
4,Child,Female,Growth Diet
73,Senior,Female,Low Sodium Diet
94,Senior,Male,Low Sodium Diet
23,Adult,Male,High Protein Diet
63,Senior,Female,Low Sodium Diet
58,Adult,Female,Balanced Diet
71,Senior,Female,Low Sodium Diet
30,Adult,Female,Balanced Diet
29,Adult,Male,High Protein Diet
55,Adult,Female,Balanced Diet
81,Senior,Female,Low Sodium Diet
4,Child,Female,Growth Diet
52,Adult,Female,Balanced Diet
17,Teen,Male,High Energy Diet
71,Senior,Female,Low Sodium Diet
88,Senior,Female,Low Sodium Diet
72,Senior,Male,Low Sodium Diet
26,Adult,Male,High Protein Diet
94,Senior,Female,Low Sodium Diet
76,Senior,Female,Low Sodium Diet
52,Adult,Female,Balanced Diet
54,Adult,Female,Balanced Diet
67,Senior,Female,Low Sodium Diet
24,Adult,Male,High Protein Diet
97,Senior,Female,Low Sodium Diet
34,Adult,Female,Balanced Diet
34,Adult,Male,High Protein Diet
61,Senior,Female,Low Sodium Diet
25,Adult,Male,High Protein Diet
52,Adult,Female,Balanced Diet
10,Child,Male,Growth Diet
46,Adult,Female,Balanced Diet
29,Adult,Male,High Protein Diet
31,Adult,Male,High Protein Diet
94,Senior,Female,Low Sodium Diet
60,Senior,Female,Low Sodium Diet
4,Child,Male,Growth Diet
53,Adult,Male,High Protein Diet
70,Senior,Male,Low Sodium Diet
59,Adult,Female,Balanced Diet
45,Adult,Female,Balanced Diet
7,Child,Male,Growth Diet
75,Senior,Female,Low Sodium Diet
79,Senior,Female,Low Sodium Diet
64,Senior,Female,Low Sodium Diet
27,Adult,Female,Balanced Diet
79,Senior,Male,Low Sodium Diet
60,Senior,Female,Low Sodium Diet
37,Adult,Female,Balanced Diet
43,Adult,Female,Balanced Diet
41,Adult,Female,Balanced Diet
76,Senior,Female,Low Sodium Diet
80,Senior,Female,Low Sodium Diet
6,Child,Female,Growth Diet
76,Senior,Female,Low Sodium Diet
35,Adult,Female,Balanced Diet
33,Adult,Male,High Protein Diet
40,Adult,Male,High Protein Diet
66,Senior,Male,Low Sodium Diet
32,Adult,Female,Balanced Diet
90,Senior,Female,Low Sodium Diet
15,Teen,Female,High Energy Diet
42,Adult,Male,High Protein Diet
7,Child,Male,Growth Diet
76,Senior,Male,Low Sodium Diet
47,Adult,Female,Balanced Diet
50,Adult,Female,Balanced Diet
50,Adult,Male,High Protein Diet
53,Adult,Female,Balanced Diet
16,Teen,Female,High Energy Diet
39,Adult,Male,High Protein Diet
87,Senior,Male,Low Sodium Diet
4,Child,Female,Growth Diet
15,Teen,Female,High Energy Diet
75,Senior,Male,Low Sodium Diet
90,Senior,Male,Low Sodium Diet
47,Adult,Female,Balanced Diet
84,Senior,Male,Low Sodium Diet
55,Adult,Female,Balanced Diet
12,Child,Male,Growth Diet
8,Child,Male,Growth Diet
9,Child,Female,Growth Diet
71,Senior,Female,Low Sodium Diet
58,Adult,Female,Balanced Diet
16,Teen,Female,High Energy Diet
85,Senior,Male,Low Sodium Diet
92,Senior,Female,Low Sodium Diet
45,Adult,Female,Balanced Diet
37,Adult,Female,Balanced Diet
67,Senior,Male,Low Sodium Diet
87,Senior,Male,Low Sodium Diet
21,Adult,Female,Balanced Diet
34,Adult,Male,High Protein Diet
44,Adult,Male,High Protein Diet
14,Teen,Female,High Energy Diet
3,Child,Male,Growth Diet
34,Adult,Female,Balanced Diet
98,Senior,Female,Low Sodium Diet
91,Senior,Female,Low Sodium Diet
88,Senior,Male,Low Sodium Diet
22,Adult,Male,High Protein Diet
88,Senior,Female,Low Sodium Diet
27,Adult,Male,High Protein Diet
7,Child,Female,Growth Diet
48,Adult,Female,Balanced Diet
57,Adult,Female,Balanced Diet
97,Senior,Female,Low Sodium Diet
3,Child,Female,Growth Diet
98,Senior,Male,Low Sodium Diet
94,Senior,Female,Low Sodium Diet
25,Adult,Female,Balanced Diet
92,Senior,Female,Low Sodium Diet
97,Senior,Male,Low Sodium Diet
57,Adult,Female,Balanced Diet
77,Senior,Male,Low Sodium Diet
74,Senior,Male,Low Sodium Diet
12,Child,Female,Growth Diet
24,Adult,Male,High Protein Diet
15,Teen,Male,High Energy Diet
93,Senior,Male,Low Sodium Diet
45,Adult,Male,High Protein Diet
68,Senior,Female,Low Sodium Diet
89,Senior,Male,Low Sodium Diet
17,Teen,Male,High Energy Diet
6,Child,Male,Growth Diet
4,Child,Female,Growth Diet
63,Senior,Male,Low Sodium Diet
73,Senior,Female,Low Sodium Diet
14,Teen,Male,High Energy Diet
12,Child,Female,Growth Diet
43,Adult,Male,High Protein Diet
65,Senior,Female,Low Sodium Diet
40,Adult,Male,High Protein Diet
33,Adult,Female,Balanced Diet
46,Adult,Female,Balanced Diet
53,Adult,Female,Balanced Diet
25,Adult,Male,High Protein Diet
62,Senior,Male,Low Sodium Diet
85,Senior,Female,Low Sodium Diet
6,Child,Male,Growth Diet
30,Adult,Female,Balanced Diet
47,Adult,Female,Balanced Diet
91,Senior,Male,Low Sodium Diet
38,Adult,Male,High Protein Diet
91,Senior,Female,Low Sodium Diet
80,Senior,Female,Low Sodium Diet
61,Senior,Male,Low Sodium Diet
88,Senior,Male,Low Sodium Diet
21,Adult,Male,High Protein Diet
18,Teen,Male,High Energy Diet
76,Senior,Male,Low Sodium Diet
79,Senior,Female,Low Sodium Diet
27,Adult,Female,Balanced Diet
44,Adult,Male,High Protein Diet
31,Adult,Female,Balanced Diet
86,Senior,Female,Low Sodium Diet
97,Senior,Male,Low Sodium Diet
55,Adult,Male,High Protein Diet
5,Child,Male,Growth Diet
4,Child,Female,Growth Diet
37,Adult,Female,Balanced Diet
47,Adult,Female,Balanced Diet
49,Adult,Female,Balanced Diet
64,Senior,Male,Low Sodium Diet
13,Teen,Female,High Energy Diet
95,Senior,Male,Low Sodium Diet
48,Adult,Male,High Protein Diet
36,Adult,Male,High Protein Diet
44,Adult,Female,Balanced Diet
35,Adult,Female,Balanced Diet
19,Teen,Female,High Energy Diet
2,Child,Female,Growth Diet
93,Senior,Female,Low Sodium Diet
18,Teen,Male,High Energy Diet
7,Child,Male,Growth Diet
29,Adult,Female,Balanced Diet
34,Adult,Female,Balanced Diet
87,Senior,Male,Low Sodium Diet
76,Senior,Female,Low Sodium Diet
92,Senior,Male,Low Sodium Diet
15,Teen,Male,High Energy Diet
93,Senior,Female,Low Sodium Diet
78,Senior,Male,Low Sodium Diet
64,Senior,Male,Low Sodium Diet
86,Senior,Male,Low Sodium Diet
79,Senior,Male,Low Sodium Diet
54,Adult,Female,Balanced Diet
94,Senior,Female,Low Sodium Diet
86,Senior,Female,Low Sodium Diet
12,Child,Male,Growth Diet
68,Senior,Female,Low Sodium Diet
6,Child,Female,Growth Diet
83,Senior,Female,Low Sodium Diet
78,Senior,Female,Low Sodium Diet
63,Senior,Male,Low Sodium Diet
7,Child,Female,Growth Diet
46,Adult,Female,Balanced Diet
57,Adult,Male,High Protein Diet
6,Child,Male,Growth Diet
9,Child,Male,Growth Diet
8,Child,Female,Growth Diet
98,Senior,Male,Low Sodium Diet
15,Teen,Male,High Energy Diet
5,Child,Male,Growth Diet
3,Child,Female,Growth Diet
58,Adult,Male,High Protein Diet
74,Senior,Male,Low Sodium Diet
48,Adult,Female,Balanced Diet
49,Adult,Male,High Protein Diet
84,Senior,Male,Low Sodium Diet
47,Adult,Male,High Protein Diet
90,Senior,Female,Low Sodium Diet
16,Teen,Male,High Energy Diet
51,Adult,Male,High Protein Diet
13,Teen,Female,High Energy Diet
91,Senior,Male,Low Sodium Diet
77,Senior,Female,Low Sodium Diet
96,Senior,Female,Low Sodium Diet
97,Senior,Female,Low Sodium Diet
64,Senior,Female,Low Sodium Diet
28,Adult,Female,Balanced Diet
8,Child,Female,Growth Diet
8,Child,Female,Growth Diet
6,Child,Male,Growth Diet
81,Senior,Male,Low Sodium Diet
3,Child,Male,Growth Diet
10,Child,Male,Growth Diet
58,Adult,Female,Balanced Diet
26,Adult,Female,Balanced Diet
89,Senior,Male,Low Sodium Diet
20,Adult,Male,High Protein Diet
82,Senior,Female,Low Sodium Diet
84,Senior,Female,Low Sodium Diet
54,Adult,Male,High Protein Diet
67,Senior,Male,Low Sodium Diet
41,Adult,Female,Balanced Diet
42,Adult,Female,Balanced Diet
53,Adult,Male,High Protein Diet
93,Senior,Male,Low Sodium Diet
39,Adult,Male,High Protein Diet
90,Senior,Male,Low Sodium Diet
54,Adult,Female,Balanced Diet
55,Adult,Male,High Protein Diet
44,Adult,Male,High Protein Diet
40,Adult,Female,Balanced Diet
72,Senior,Female,Low Sodium Diet
40,Adult,Male,High Protein Diet
87,Senior,Male,Low Sodium Diet
21,Adult,Female,Balanced Diet
81,Senior,Female,Low Sodium Diet
26,Adult,Female,Balanced Diet
59,Adult,Female,Balanced Diet
45,Adult,Male,High Protein Diet
49,Adult,Female,Balanced Diet
88,Senior,Male,Low Sodium Diet
4,Child,Male,Growth Diet
68,Senior,Female,Low Sodium Diet
89,Senior,Female,Low Sodium Diet
28,Adult,Female,Balanced Diet
61,Senior,Male,Low Sodium Diet
10,Child,Female,Growth Diet
95,Senior,Female,Low Sodium Diet
67,Senior,Female,Low Sodium Diet
16,Teen,Female,High Energy Diet
72,Senior,Female,Low Sodium Diet
91,Senior,Female,Low Sodium Diet
61,Senior,Male,Low Sodium Diet
53,Adult,Male,High Protein Diet
53,Adult,Female,Balanced Diet
24,Adult,Female,Balanced Diet
32,Adult,Female,Balanced Diet
45,Adult,Female,Balanced Diet
68,Senior,Female,Low Sodium Diet
31,Adult,Female,Balanced Diet
97,Senior,Male,Low Sodium Diet
49,Adult,Male,High Protein Diet
10,Child,Female,Growth Diet
61,Senior,Female,Low Sodium Diet
4,Child,Female,Growth Diet
45,Adult,Female,Balanced Diet
14,Teen,Male,High Energy Diet
97,Senior,Male,Low Sodium Diet
93,Senior,Female,Low Sodium Diet
6,Child,Female,Growth Diet
55,Adult,Male,High Protein Diet
14,Teen,Female,High Energy Diet
82,Senior,Female,Low Sodium Diet
23,Adult,Male,High Protein Diet
59,Adult,Male,High Protein Diet
24,Adult,Male,High Protein Diet
50,Adult,Female,Balanced Diet
89,Senior,Female,Low Sodium Diet
17,Teen,Female,High Energy Diet
83,Senior,Male,Low Sodium Diet
88,Senior,Female,Low Sodium Diet
63,Senior,Female,Low Sodium Diet
35,Adult,Male,High Protein Diet
61,Senior,Male,Low Sodium Diet
51,Adult,Male,High Protein Diet
97,Senior,Female,Low Sodium Diet
75,Senior,Male,Low Sodium Diet
81,Senior,Female,Low Sodium Diet
70,Senior,Female,Low Sodium Diet
15,Teen,Female,High Energy Diet
32,Adult,Male,High Protein Diet
51,Adult,Female,Balanced Diet
73,Senior,Female,Low Sodium Diet
83,Senior,Male,Low Sodium Diet
32,Adult,Female,Balanced Diet
31,Adult,Female,Balanced Diet
29,Adult,Male,High Protein Diet
31,Adult,Female,Balanced Diet
35,Adult,Female,Balanced Diet
30,Adult,Male,High Protein Diet
89,Senior,Male,Low Sodium Diet
31,Adult,Male,High Protein Diet
100,Senior,Male,Low Sodium Diet
96,Senior,Male,Low Sodium Diet
64,Senior,Male,Low Sodium Diet
83,Senior,Female,Low Sodium Diet
46,Adult,Male,High Protein Diet
67,Senior,Male,Low Sodium Diet
72,Senior,Male,Low Sodium Diet
1,Child,Male,Growth Diet
67,Senior,Female,Low Sodium Diet
85,Senior,Female,Low Sodium Diet
97,Senior,Female,Low Sodium Diet
58,Adult,Male,High Protein Diet
54,Adult,Female,Balanced Diet
52,Adult,Male,High Protein Diet
77,Senior,Male,Low Sodium Diet
41,Adult,Female,Balanced Diet
7,Child,Male,Growth Diet
19,Teen,Male,High Energy Diet
79,Senior,Female,Low Sodium Diet
91,Senior,Female,Low Sodium Diet
66,Senior,Female,Low Sodium Diet
90,Senior,Female,Low Sodium Diet
84,Senior,Female,Low Sodium Diet
75,Senior,Male,Low Sodium Diet
15,Teen,Male,High Energy Diet
66,Senior,Female,Low Sodium Diet
11,Child,Female,Growth Diet
7,Child,Female,Growth Diet
47,Adult,Female,Balanced Diet
88,Senior,Male,Low Sodium Diet
17,Teen,Female,High Energy Diet
38,Adult,Female,Balanced Diet
40,Adult,Male,High Protein Diet
21,Adult,Male,High Protein Diet
35,Adult,Male,High Protein Diet
43,Adult,Female,Balanced Diet
73,Senior,Female,Low Sodium Diet
55,Adult,Female,Balanced Diet
69,Senior,Female,Low Sodium Diet
66,Senior,Female,Low Sodium Diet
18,Teen,Male,High Energy Diet
23,Adult,Female,Balanced Diet
92,Senior,Female,Low Sodium Diet
75,Senior,Female,Low Sodium Diet
1,Child,Male,Growth Diet
18,Teen,Male,High Energy Diet
31,Adult,Male,High Protein Diet
78,Senior,Female,Low Sodium Diet
93,Senior,Female,Low Sodium Diet
13,Teen,Male,High Energy Diet
100,Senior,Female,Low Sodium Diet
94,Senior,Female,Low Sodium Diet
66,Senior,Male,Low Sodium Diet
66,Senior,Male,Low Sodium Diet
99,Senior,Female,Low Sodium Diet
37,Adult,Female,Balanced Diet
90,Senior,Female,Low Sodium Diet
21,Adult,Female,Balanced Diet
93,Senior,Male,Low Sodium Diet
78,Senior,Male,Low Sodium Diet
63,Senior,Female,Low Sodium Diet
2,Child,Female,Growth Diet
90,Senior,Male,Low Sodium Diet
72,Senior,Female,Low Sodium Diet
87,Senior,Female,Low Sodium Diet
22,Adult,Male,High Protein Diet
100,Senior,Female,Low Sodium Diet
95,Senior,Male,Low Sodium Diet
56,Adult,Male,High Protein Diet
50,Adult,Female,Balanced Diet
48,Adult,Male,High Protein Diet
48,Adult,Male,High Protein Diet
92,Senior,Female,Low Sodium Diet
27,Adult,Male,High Protein Diet
5,Child,Female,Growth Diet
57,Adult,Female,Balanced Diet
66,Senior,Female,Low Sodium Diet
74,Senior,Male,Low Sodium Diet
3,Child,Male,Growth Diet
78,Senior,Male,Low Sodium Diet
61,Senior,Female,Low Sodium Diet
25,Adult,Male,High Protein Diet
16,Teen,Male,High Energy Diet
52,Adult,Male,High Protein Diet
22,Adult,Female,Balanced Diet
53,Adult,Female,Balanced Diet
75,Senior,Male,Low Sodium Diet
20,Adult,Female,Balanced Diet
2,Child,Male,Growth Diet
82,Senior,Male,Low Sodium Diet
92,Senior,Male,Low Sodium Diet
51,Adult,Male,High Protein Diet
64,Senior,Female,Low Sodium Diet
22,Adult,Male,High Protein Diet
97,Senior,Male,Low Sodium Diet
61,Senior,Female,Low Sodium Diet
79,Senior,Female,Low Sodium Diet
46,Adult,Male,High Protein Diet
21,Adult,Female,Balanced Diet
49,Adult,Female,Balanced Diet
83,Senior,Female,Low Sodium Diet
43,Adult,Male,High Protein Diet
53,Adult,Female,Balanced Diet
89,Senior,Male,Low Sodium Diet
76,Senior,Female,Low Sodium Diet
52,Adult,Male,High Protein Diet
73,Senior,Female,Low Sodium Diet
87,Senior,Female,Low Sodium Diet
29,Adult,Male,High Protein Diet
52,Adult,Male,High Protein Diet
71,Senior,Female,Low Sodium Diet
52,Adult,Female,Balanced Diet
41,Adult,Female,Balanced Diet
61,Senior,Male,Low Sodium Diet
52,Adult,Male,High Protein Diet
84,Senior,Male,Low Sodium Diet
87,Senior,Female,Low Sodium Diet
70,Senior,Male,Low Sodium Diet
51,Adult,Male,High Protein Diet
80,Senior,Female,Low Sodium Diet
10,Child,Male,Growth Diet
29,Adult,Male,High Protein Diet
46,Adult,Male,High Protein Diet
22,Adult,Female,Balanced Diet
20,Adult,Male,High Protein Diet
23,Adult,Female,Balanced Diet
39,Adult,Male,High Protein Diet
77,Senior,Male,Low Sodium Diet
15,Teen,Female,High Energy Diet
40,Adult,Female,Balanced Diet
5,Child,Male,Growth Diet
16,Teen,Male,High Energy Diet
50,Adult,Female,Balanced Diet
61,Senior,Female,Low Sodium Diet
90,Senior,Female,Low Sodium Diet
45,Adult,Male,High Protein Diet
89,Senior,Male,Low Sodium Diet
91,Senior,Male,Low Sodium Diet
76,Senior,Male,Low Sodium Diet
84,Senior,Male,Low Sodium Diet
38,Adult,Female,Balanced Diet
100,Senior,Female,Low Sodium Diet
33,Adult,Female,Balanced Diet
13,Teen,Male,High Energy Diet
94,Senior,Female,Low Sodium Diet
61,Senior,Male,Low Sodium Diet
4,Child,Male,Growth Diet
91,Senior,Female,Low Sodium Diet
15,Teen,Female,High Energy Diet
25,Adult,Female,Balanced Diet
55,Adult,Female,Balanced Diet
74,Senior,Male,Low Sodium Diet
36,Adult,Male,High Protein Diet
75,Senior,Female,Low Sodium Diet
9,Child,Female,Growth Diet
91,Senior,Male,Low Sodium Diet
47,Adult,Male,High Protein Diet
47,Adult,Male,High Protein Diet
10,Child,Female,Growth Diet
75,Senior,Female,Low Sodium Diet
78,Senior,Female,Low Sodium Diet
85,Senior,Male,Low Sodium Diet
65,Senior,Male,Low Sodium Diet
30,Adult,Female,Balanced Diet
78,Senior,Female,Low Sodium Diet
55,Adult,Female,Balanced Diet
21,Adult,Male,High Protein Diet
83,Senior,Male,Low Sodium Diet
97,Senior,Female,Low Sodium Diet
7,Child,Female,Growth Diet
63,Senior,Male,Low Sodium Diet
74,Senior,Female,Low Sodium Diet
12,Child,Female,Growth Diet
67,Senior,Female,Low Sodium Diet
52,Adult,Male,High Protein Diet
57,Adult,Female,Balanced Diet
10,Child,Female,Growth Diet
11,Child,Male,Growth Diet
7,Child,Male,Growth Diet
100,Senior,Female,Low Sodium Diet
32,Adult,Male,High Protein Diet
93,Senior,Female,Low Sodium Diet
87,Senior,Male,Low Sodium Diet
1,Child,Female,Growth Diet
82,Senior,Male,Low Sodium Diet
59,Adult,Male,High Protein Diet
94,Senior,Female,Low Sodium Diet
69,Senior,Female,Low Sodium Diet
82,Senior,Male,Low Sodium Diet
57,Adult,Female,Balanced Diet
6,Child,Male,Growth Diet
61,Senior,Male,Low Sodium Diet
93,Senior,Female,Low Sodium Diet
71,Senior,Male,Low Sodium Diet
62,Senior,Male,Low Sodium Diet
68,Senior,Male,Low Sodium Diet
96,Senior,Female,Low Sodium Diet
96,Senior,Male,Low Sodium Diet
93,Senior,Female,Low Sodium Diet
75,Senior,Female,Low Sodium Diet
76,Senior,Male,Low Sodium Diet
55,Adult,Male,High Protein Diet
33,Adult,Female,Balanced Diet
30,Adult,Female,Balanced Diet
14,Teen,Male,High Energy Diet
82,Senior,Male,Low Sodium Diet
98,Senior,Female,Low Sodium Diet
56,Adult,Female,Balanced Diet
16,Teen,Female,High Energy Diet
73,Senior,Female,Low Sodium Diet
75,Senior,Female,Low Sodium Diet
86,Senior,Female,Low Sodium Diet
17,Teen,Female,High Energy Diet
59,Adult,Male,High Protein Diet
7,Child,Male,Growth Diet
72,Senior,Male,Low Sodium Diet
65,Senior,Female,Low Sodium Diet
6,Child,Male,Growth Diet
82,Senior,Female,Low Sodium Diet
39,Adult,Female,Balanced Diet
32,Adult,Male,High Protein Diet
83,Senior,Female,Low Sodium Diet
53,Adult,Male,High Protein Diet
51,Adult,Male,High Protein Diet
39,Adult,Female,Balanced Diet
85,Senior,Male,Low Sodium Diet
42,Adult,Male,High Protein Diet
35,Adult,Male,High Protein Diet
5,Child,Female,Growth Diet
14,Teen,Male,High Energy Diet
15,Teen,Female,High Energy Diet
98,Senior,Female,Low Sodium Diet
58,Adult,Male,High Protein Diet
84,Senior,Female,Low Sodium Diet
70,Senior,Male,Low Sodium Diet
68,Senior,Female,Low Sodium Diet
27,Adult,Female,Balanced Diet
72,Senior,Female,Low Sodium Diet
55,Adult,Male,High Protein Diet
26,Adult,Male,High Protein Diet
12,Child,Male,Growth Diet
55,Adult,Male,High Protein Diet
47,Adult,Male,High Protein Diet
86,Senior,Female,Low Sodium Diet
35,Adult,Female,Balanced Diet
67,Senior,Male,Low Sodium Diet
92,Senior,Male,Low Sodium Diet
58,Adult,Male,High Protein Diet
99,Senior,Male,Low Sodium Diet
21,Adult,Female,Balanced Diet
56,Adult,Female,Balanced Diet
64,Senior,Female,Low Sodium Diet
74,Senior,Female,Low Sodium Diet
91,Senior,Female,Low Sodium Diet
15,Teen,Male,High Energy Diet
43,Adult,Female,Balanced Diet
12,Child,Male,Growth Diet
90,Senior,Male,Low Sodium Diet
76,Senior,Female,Low Sodium Diet
10,Child,Female,Growth Diet
66,Senior,Male,Low Sodium Diet
84,Senior,Male,Low Sodium Diet
46,Adult,Female,Balanced Diet
5,Child,Female,Growth Diet
37,Adult,Female,Balanced Diet
16,Teen,Female,High Energy Diet
99,Senior,Female,Low Sodium Diet
36,Adult,Female,Balanced Diet
92,Senior,Female,Low Sodium Diet
24,Adult,Male,High Protein Diet
8,Child,Male,Growth Diet
72,Senior,Male,Low Sodium Diet
88,Senior,Female,Low Sodium Diet
36,Adult,Male,High Protein Diet
78,Senior,Female,Low Sodium Diet
55,Adult,Male,High Protein Diet
89,Senior,Male,Low Sodium Diet
91,Senior,Female,Low Sodium Diet
52,Adult,Female,Balanced Diet
47,Adult,Male,High Protein Diet
84,Senior,Female,Low Sodium Diet
57,Adult,Male,High Protein Diet
41,Adult,Female,Balanced Diet
83,Senior,Female,Low Sodium Diet
32,Adult,Female,Balanced Diet
89,Senior,Female,Low Sodium Diet
2,Child,Male,Growth Diet
94,Senior,Female,Low Sodium Diet
58,Adult,Female,Balanced Diet
45,Adult,Female,Balanced Diet
89,Senior,Male,Low Sodium Diet
47,Adult,Female,Balanced Diet
26,Adult,Male,High Protein Diet
57,Adult,Male,High Protein Diet
45,Adult,Male,High Protein Diet
43,Adult,Male,High Protein Diet
67,Senior,Male,Low Sodium Diet
